36231,com.apple.CodeSi,Ss,root,0.003194,0.107098,0
36232,bird,S,macair,0.027261,0.385952,0
36233,ContainerMetadat,Ss,macair,0.006419,0.246429,0
36235,Google Chrome He,S,macair,0.868199,1.287651,0
36236,Google Chrome He,S,macair,0.013123,0.539494,0
36237,mdworker_shared,S,macair,0.009029,0.367546,0
36238,mdworker_shared,S,macair,0.041177,0.366688,0
36239,mdworker_shared,S,macair,0.100471,0.505257,0
36241,CoreServicesUIAg,S,macair,0.020368,0.318909,0
36242,sysmond,Ss,root,0.008559,0.101757,0
36244,gamecontrollerd,Ss,_gamecontrollerd,0.009987,0.215530,0
36246,ocspd,Ss,root,0.008232,0.134659,0
36247,nsurlsessiond,S,macair,0.023189,0.371552,0
36248,coreduetd,Ss,root,0.019551,0.256634,0
36249,AssetCacheLocato,S,macair,0.006117,0.125694,0
36313,com.apple.iCloud,S,macair,0.062402,0.323009,0
36686,Google Chrome,Ss,macair,0.052146,0.488472,0
36688,chrome_crashpad_,S,macair,0.000132,0.006199,0
36692,Google Chrome He,S,macair,0.006875,0.098515,0
36693,Google Chrome He,S,macair,0.006328,0.159073,0
38984,Google Chrome He,S,macair,4.584347,1.782322,0
41006,IMRemoteURLConne,Ss,macair,0.000697,0.033188,0
41007,IMRemoteURLConne,Ss,macair,0.000757,0.032711,0
41010,sh,S,macair,0.001242,0.000286,0
50449,suggestd,S,macair,0.006564,0.152016,0
58958,mediaremoteagent,S,macair,0.000391,0.008965,0
66089,diskmanagementd,Ss,root,0.000444,0.016785,0
76936,Google Chrome He,S,macair,0.234989,0.826931,0
77380,Google Chrome He,S,macair,0.020716,0.235367,0
77797,Google Chrome He,S,macair,0.049373,0.652313,0
83355,assertiond,S,macair,0.000610,0.029850,0
84034,keyboardservices,S,macair,0.001135,0.079918,0
88085,ssh-agent,S,macair,0.000031,0.000095,0
88463,mdwrite,S,macair,0.000097,0.033569,0
26134,zsh,Ss,macair,0.004051,0.113010,0
39723,go,S+,macair,14.701719,0.414181,0
39748,main,S+,macair,41.873372,0.395584,0
39749,,,root,0.000000,0.000000,0
